User,Artist,Plays
User 794,children of bodom,1816
User 794,rise against,1160
User 794,ac/dc,793
User 794,bad religion,676
User 794,the offspring,595
User 794,tori amos,511
User 795,led zeppelin,2093
User 795,placebo,1640
User 795,the doors,1553
User 795,the prodigy,1439
User 795,eminem,1338
User 795,koЯn,1288
User 795,green day,1167
User 795,the beatles,1152
User 795,gorillaz,1112
User 795,the rolling stones,1100
User 795,david bowie,1081
User 795,blink-182,1066
User 795,queen,1041
User 795,pearl jam,1032
User 795,metallica,1024
User 795,bob dylan,1021
User 795,the white stripes,1017
User 795,rage against the machine,1008
User 795,the offspring,932
User 795,a perfect circle,804
User 795,jack johnson,754
User 795,red hot chili peppers,617
User 795,rise against,543
User 795,kings of leon,418
User 795,ac/dc,378
User 796,the beatles,9685
User 796,bob dylan,4618
User 796,the rolling stones,3576
User 796,johnny cash,2222
User 796,led zeppelin,1752
User 796,pink floyd,1401
User 796,david bowie,1367
User 796,ac/dc,1064
User 796,u2,931
User 797,the cure,3923
User 797,the beatles,3417
User 797,pink floyd,2715
User 797,ramones,2115
User 797,queen,1848
User 797,bob dylan,1666
User 797,the smiths,1645
User 797,placebo,1587
User 797,pixies,1576
User 797,dream theater,1424
User 797,megadeth,1254
User 797,joy division,1238
User 797,belle and sebastian,1107
User 797,nirvana,1094
User 798,green day,5329
User 798,the white stripes,2960
User 798,blink-182,2057
User 798,r.e.m.,1991
User 798,bad religion,1650
User 798,red hot chili peppers,1472
User 798,amy winehouse,1432
User 798,placebo,1258
User 798,linkin park,1203
User 798,led zeppelin,1125
User 798,evanescence,1019
User 798,the killers,946
User 798,franz ferdinand,817
User 798,daft punk,723
User 798,moby,637
User 798,death cab for cutie,579
User 798,coldplay,492
User 798,avril lavigne,465
User 798,madonna,448
User 799,radiohead,3408
User 799,nine inch nails,3332
User 799,children of bodom,2407
User 799,red hot chili peppers,2103
User 799,gorillaz,1897
User 799,rammstein,1784
User 799,incubus,1614
User 799,metallica,1428
User 799,pink floyd,1370
User 799,queens of the stone age,1185
User 799,tool,966
User 799,nightwish,897
User 799,bloc party,843
User 799,rage against the machine,831
User 799,muse,829
User 799,coldplay,776
User 799,interpol,496
User 799,linkin park,411
User 800,death cab for cutie,3010
User 800,the shins,2946
User 800,foo fighters,1920
User 800,interpol,1887
User 800,the beatles,1883
User 800,oasis,1645
User 800,incubus,1515
User 800,arctic monkeys,1377
User 800,the doors,1258
User 800,green day,1195
User 800,coldplay,1080
User 800,queens of the stone age,1015
User 800,pearl jam,976
User 800,led zeppelin,917
User 800,franz ferdinand,907
User 800,blink-182,897
User 800,arcade fire,742
User 800,tori amos,713
User 800,red hot chili peppers,693
User 801,system of a down,3488
User 801,disturbed,2758
User 801,koЯn,2607
User 801,foo fighters,2301
User 801,fall out boy,2124
User 801,the white stripes,2050
User 801,queens of the stone age,2040
User 801,rammstein,1805
User 801,gorillaz,1722
User 801,rise against,1458
User 801,the offspring,886
User 801,a perfect circle,634
User 801,children of bodom,582
User 801,my chemical romance,509
User 801,led zeppelin,492
User 801,metallica,416
User 801,nirvana,383
User 801,iron maiden,313
User 802,pink floyd,4081
User 802,björk,3683
User 802,tom waits,2990
User 802,in flames,1934
User 802,system of a down,1774
User 802,the beatles,1660
User 802,the white stripes,1327
User 802,marilyn manson,1241
User 802,bright eyes,1223
User 802,kings of leon,1174
User 802,modest mouse,1084
User 802,koЯn,835
User 802,children of bodom,719
User 802,arcade fire,635
User 802,metallica,611
User 802,sigur rós,564
User 802,queen,518
User 802,ac/dc,507
User 803,radiohead,8171
User 803,coldplay,4600
User 803,incubus,2099
User 803,pink floyd,1910
User 803,bob dylan,1431
User 803,the rolling stones,1357
User 803,eminem,1064
User 803,the beatles,980
User 803,red hot chili peppers,821
User 803,kings of leon,784
User 803,jack johnson,733
User 803,modest mouse,713
User 803,the doors,693
User 803,system of a down,618
User 803,pearl jam,586
User 804,nofx,4799
User 804,bloc party,2824
User 804,muse,2376
User 804,in flames,2146
User 804,nightwish,1967
User 804,my chemical romance,1775
User 804,red hot chili peppers,1735
User 804,modest mouse,1579
User 804,system of a down,1573
User 804,metallica,1365
User 804,porcupine tree,1276
User 804,nirvana,1248
User 804,sonata arctica,997
User 804,sigur rós,887
User 805,nine inch nails,2746
User 805,pink floyd,2167
User 805,moby,1617
User 805,the cure,1565
User 805,the smashing pumpkins,1458
User 805,modest mouse,1452
User 805,red hot chili peppers,1360
User 805,placebo,1316
User 805,oasis,1310
User 805,linkin park,1222
User 805,massive attack,1133
User 805,led zeppelin,1076
User 805,marilyn manson,1019
User 805,pearl jam,867
User 805,muse,856
User 805,the white stripes,781
User 805,radiohead,776
User 805,foo fighters,775
User 805,tool,720
User 805,nirvana,714
User 805,rammstein,571
User 805,kings of leon,522
User 805,the prodigy,515
User 806,led zeppelin,3495
User 806,the doors,3168
User 806,pink floyd,3014
User 806,the beatles,2968
User 806,oasis,2068
User 806,ac/dc,2016
User 806,bob dylan,1901
User 806,the rolling stones,1541
User 806,r.e.m.,943
User 806,u2,784
User 806,coldplay,730
User 806,iron maiden,641
User 806,queen,596
User 806,david bowie,502
User 806,johnny cash,472
User 806,ramones,328
User 806,radiohead,303
User 806,red hot chili peppers,285
User 806,metallica,281
User 806,pearl jam,264
User 806,nirvana,235
User 807,pearl jam,10597
User 807,pink floyd,4435
User 807,a perfect circle,1872
User 807,led zeppelin,1775
User 807,tool,1663
User 807,the beatles,1540
User 807,dream theater,1363
User 807,the white stripes,637
User 807,foo fighters,533
User 807,amy winehouse,413
User 807,muse,367
User 807,metallica,352
User 807,the rolling stones,340
User 807,opeth,328
User 807,bob dylan,308
User 808,linkin park,5223
User 808,the beatles,2333
User 808,led zeppelin,1919
User 808,johnny cash,1623
User 808,rage against the machine,1441
User 808,pink floyd,1440
User 808,queens of the stone age,1386
User 808,beck,1259
User 808,muse,1201
User 808,the clash,1046
User 808,queen,960
User 808,red hot chili peppers,946
User 808,nine inch nails,861
User 808,gorillaz,818
User 808,the smashing pumpkins,646
User 808,foo fighters,637
User 808,arctic monkeys,605
User 808,the shins,500
User 808,green day,484
User 808,the killers,462
User 808,ramones,376
User 808,koЯn,353
User 809,nirvana,14747
User 809,elliott smith,3132
User 809,the doors,1988
User 809,the beatles,1843
User 809,sufjan stevens,1256
User 809,nofx,1126
User 809,tom waits,960
User 809,bright eyes,756
User 809,system of a down,699
User 810,tool,10519
User 810,porcupine tree,5860
User 810,opeth,3486
User 810,a perfect circle,1591
User 810,iron maiden,1006
User 810,rage against the machine,962
User 810,radiohead,923
User 810,in flames,694
User 810,dream theater,544
User 810,megadeth,404
User 810,incubus,241
User 810,disturbed,127
User 810,koЯn,96
User 811,nirvana,5057
User 811,beck,4361
User 811,the beatles,3522
User 811,tool,2434
User 811,the rolling stones,1193
User 811,pixies,1176
User 811,rage against the machine,1043
User 811,led zeppelin,1031
User 811,gorillaz,987
User 811,johnny cash,924
User 811,ramones,877
User 811,portishead,850
User 811,a perfect circle,787
User 811,eminem,782
User 811,the white stripes,774
User 811,queens of the stone age,637
User 812,pearl jam,11346
User 812,iron maiden,2806
User 812,queen,2065
User 812,system of a down,1052
User 812,incubus,936
User 812,red hot chili peppers,709
User 812,linkin park,704
User 812,rage against the machine,675
User 812,arctic monkeys,671
User 812,evanescence,640
User 812,the offspring,624
User 812,nofx,555
User 812,foo fighters,516
User 812,ac/dc,511
User 812,u2,456
User 812,muse,395
User 812,green day,380
User 812,pink floyd,369
User 812,rammstein,366
User 812,my chemical romance,325
User 812,oasis,298
User 813,queen,12709
User 813,the beatles,7749
User 813,pink floyd,2419
User 813,the rolling stones,1398
User 813,bob dylan,839
User 813,led zeppelin,803
User 813,david bowie,464
User 814,in flames,14199
User 814,linkin park,3314
User 814,opeth,2627
User 814,evanescence,2335
User 814,red hot chili peppers,1605
User 814,metallica,930
User 814,avril lavigne,512
User 814,massive attack,346
User 814,blink-182,224
User 814,britney spears,85
User 814,green day,72
User 814,r.e.m.,61
User 814,nirvana,60
User 815,rage against the machine,14373
User 815,amy winehouse,6207
User 815,led zeppelin,2903
User 815,kanye west,1721
User 815,the white stripes,1156
User 816,radiohead,3740
User 816,nine inch nails,3243
User 816,the beatles,2693
User 816,queens of the stone age,2106
User 816,nirvana,1527
User 816,tool,1422
User 816,r.e.m.,1399
User 816,foo fighters,1348
User 816,belle and sebastian,915
User 816,the smashing pumpkins,858
User 816,beck,792
User 816,megadeth,727
User 816,björk,658
User 816,depeche mode,564
User 816,modest mouse,550
User 816,david bowie,548
User 816,air,493
User 816,pearl jam,456
User 816,eminem,447
User 816,kanye west,445
User 816,koЯn,386
User 816,interpol,361
User 816,arctic monkeys,354
User 816,the smiths,318
User 817,tool,4760
User 817,the beatles,4104
User 817,bob dylan,3686
User 817,red hot chili peppers,2386
User 817,the doors,1892
User 817,led zeppelin,1876
User 817,pink floyd,1654
User 817,daft punk,1486
User 817,the rolling stones,1318
User 817,radiohead,1072
User 817,elliott smith,1050
User 817,tom waits,1035
User 818,elliott smith,3012
User 818,the beatles,2899
User 818,boards of canada,2814
User 818,air,2676
User 818,jack johnson,1971
User 818,radiohead,1948
User 818,sufjan stevens,1633
User 818,pink floyd,1367
User 818,the cure,1095
User 818,the shins,1049
User 818,belle and sebastian,931
User 818,porcupine tree,857
User 818,the smashing pumpkins,771
User 818,massive attack,732
User 818,pixies,705
User 818,the offspring,648
User 818,gorillaz,616
User 818,modest mouse,581
User 819,opeth,11981
User 819,metallica,4345
User 819,johnny cash,1592
User 819,in flames,1475
User 819,dream theater,1377
User 819,nightwish,1159
User 819,the beatles,1131
User 819,led zeppelin,1057
User 819,children of bodom,870
User 819,system of a down,703
User 819,the doors,615
User 820,the smiths,4868
User 820,the beatles,3777
User 820,led zeppelin,2329
User 820,queen,2253
User 820,muse,1809
User 820,radiohead,1561
User 820,r.e.m.,1149
User 820,rammstein,937
User 820,red hot chili peppers,900
User 820,the clash,806
User 820,oasis,790
User 820,pink floyd,770
User 820,arctic monkeys,764
User 820,interpol,716
User 820,the cure,674
User 820,coldplay,613
User 820,bob dylan,475
User 820,sigur rós,379
User 820,the killers,360
User 820,u2,340
User 821,pink floyd,3942
User 821,sigur rós,3465
User 821,red hot chili peppers,2291
User 821,pearl jam,2110
User 821,radiohead,1656
User 821,led zeppelin,1314
User 821,foo fighters,1211
User 821,nirvana,1121
User 821,muse,904
User 821,incubus,891
User 821,metallica,869
User 821,the smashing pumpkins,850
User 821,bloc party,790
User 821,kings of leon,783
User 821,the cure,738
User 821,queens of the stone age,712
User 821,the smiths,710
User 821,tool,667
User 821,porcupine tree,605
User 821,daft punk,575
User 822,the offspring,14521
User 822,rise against,3718
User 822,evanescence,1257
User 822,rage against the machine,1220
User 822,system of a down,1030
User 822,blink-182,813
User 822,linkin park,802
User 822,fall out boy,652
User 822,in flames,626
User 822,nightwish,576
User 822,nofx,471
User 822,disturbed,290
User 822,moby,110
User 822,nirvana,98
User 823,foo fighters,1905
User 823,the smashing pumpkins,1882
User 823,nofx,1408
User 823,red hot chili peppers,1345
User 823,muse,1260
User 823,the offspring,1257
User 823,green day,1216
User 823,ac/dc,1186
User 823,coldplay,1185
User 823,bad religion,1145
User 823,system of a down,1126
User 823,the white stripes,1097
User 823,queens of the stone age,1047
User 823,the killers,1023
User 823,placebo,1009
User 823,rise against,988
User 823,fall out boy,807
User 823,rage against the machine,715
User 823,koЯn,701
User 823,metallica,690
User 823,nirvana,661
User 823,death cab for cutie,633
User 823,in flames,631
User 823,the strokes,625
User 823,incubus,624
User 824,boards of canada,26162
User 825,the beatles,6734
User 825,metallica,4062
User 825,incubus,2250
User 825,the rolling stones,1481
User 825,the clash,1421
User 825,ramones,1338
User 825,rammstein,1016
User 825,paramore,957
User 825,queen,797
User 825,iron maiden,747
User 825,johnny cash,672
User 825,led zeppelin,612
User 825,system of a down,596
User 825,nirvana,551
User 825,pearl jam,532
User 825,kings of leon,528
User 825,david bowie,500
User 825,the killers,470
User 825,green day,450
User 825,ac/dc,445
User 826,rammstein,5476
User 826,bad religion,4610
User 826,pink floyd,4319
User 826,r.e.m.,2760
User 826,nine inch nails,2706
User 826,sigur rós,1439
User 826,marilyn manson,1332
User 826,the beatles,1065
User 826,ramones,673
User 826,metallica,669
User 826,queen,621
User 826,the smashing pumpkins,439
User 827,elliott smith,8662
User 827,pink floyd,4547
User 827,marilyn manson,3008
User 827,the beatles,2813
User 827,paramore,1981
User 827,the doors,1825
User 827,nightwish,1747
User 827,nirvana,1526
User 828,the doors,10146
User 828,the rolling stones,2484
User 828,coldplay,2212
User 828,nirvana,2083
User 828,pink floyd,2013
User 828,depeche mode,1873
User 828,red hot chili peppers,1517
User 828,oasis,1250
User 828,muse,1169
User 828,portishead,773
User 828,linkin park,583
User 829,interpol,3676
User 829,led zeppelin,2992
User 829,elliott smith,2786
User 829,pink floyd,2651
User 829,my chemical romance,2349
User 829,pearl jam,2199
User 829,the kooks,1918
User 829,nirvana,1200
User 829,muse,1199
User 829,the doors,805
User 829,metallica,617
User 829,nine inch nails,598
User 829,placebo,559
User 829,iron maiden,493
User 829,fall out boy,465
User 829,britney spears,437
User 829,the offspring,387
User 829,radiohead,386
User 829,coldplay,374
User 830,bright eyes,12113
User 830,madonna,11597
User 830,paramore,884
User 830,the beatles,642
User 830,red hot chili peppers,371
User 830,beck,228
User 830,death cab for cutie,220
User 831,madonna,5303
User 831,nine inch nails,3167
User 831,the strokes,2389
User 831,amy winehouse,2204
User 831,nightwish,2068
User 831,marilyn manson,1818
User 831,nofx,1570
User 831,system of a down,1532
User 831,muse,1465
User 831,ac/dc,1053
User 831,rammstein,1007
User 831,bad religion,905
User 831,rage against the machine,853
User 831,queens of the stone age,710
User 832,queens of the stone age,4853
User 832,radiohead,4287
User 832,foo fighters,3285
User 832,muse,2970
User 832,the offspring,1541
User 832,oasis,1520
User 832,nirvana,1158
User 832,beck,954
User 832,tool,835
User 832,coldplay,822
User 832,pixies,656
User 832,incubus,618
User 832,gorillaz,546
User 832,a perfect circle,497
User 832,green day,460
User 832,portishead,366
User 832,daft punk,344
User 832,the beatles,313
User 833,radiohead,6686
User 833,muse,5505
User 833,sigur rós,3787
User 833,porcupine tree,1709
User 833,massive attack,1346
User 833,placebo,1037
User 833,interpol,721
User 833,gorillaz,526
User 833,nirvana,517
User 833,daft punk,507
User 833,pink floyd,495
User 833,bloc party,452
User 833,r.e.m.,357
User 833,beck,356
User 833,the smashing pumpkins,355
User 833,björk,294
User 833,moby,246
User 833,rage against the machine,232
User 833,led zeppelin,216
User 833,u2,216
User 833,system of a down,195
User 833,coldplay,122
User 833,franz ferdinand,115
User 834,the strokes,6986
User 834,the white stripes,2669
User 834,queens of the stone age,1800
User 834,arctic monkeys,1592
User 834,kings of leon,1574
User 834,foo fighters,1325
User 834,nirvana,1249
User 834,daft punk,1225
User 834,the killers,1011
User 834,my chemical romance,962
User 834,bloc party,932
User 834,beck,915
User 834,the smiths,890
User 834,muse,864
User 834,the kooks,729
User 834,the beatles,680
User 834,the smashing pumpkins,576
User 835,placebo,4415
User 835,nine inch nails,2491
User 835,radiohead,1880
User 835,the beatles,1616
User 835,oasis,1538
User 835,the smashing pumpkins,1485
User 835,the white stripes,1275
User 835,tool,1218
User 835,muse,1174
User 835,nirvana,1167
User 835,coldplay,819
User 835,death cab for cutie,765
User 835,tegan and sara,755
User 835,the killers,604
User 835,modest mouse,509
User 835,arcade fire,481
User 835,foo fighters,463
User 835,bloc party,451
User 835,the shins,449
User 835,the kooks,446
User 835,franz ferdinand,409
User 835,interpol,406
User 835,the strokes,390
User 835,gorillaz,371
User 835,the cure,358
User 836,rage against the machine,3410
User 836,pearl jam,2972
User 836,nine inch nails,1891
User 836,metallica,1889
User 836,marilyn manson,1884
User 836,the offspring,1768
User 836,foo fighters,1713
User 836,u2,1523
User 836,ac/dc,1255
User 836,green day,1067
User 836,koЯn,965
User 836,system of a down,902
User 836,blink-182,877
User 836,depeche mode,788
User 836,beck,776
User 836,rise against,773
User 836,r.e.m.,757
User 836,disturbed,717
User 837,boards of canada,13671
User 837,belle and sebastian,6819
User 837,the beatles,2140
User 837,portishead,1978
User 837,radiohead,1317
User 838,placebo,2851
User 838,a perfect circle,2156
User 838,marilyn manson,2074
User 838,moby,1862
User 838,massive attack,1610
User 838,incubus,1574
User 838,tool,1476
User 838,pixies,1287
User 838,muse,1152
User 838,the prodigy,1029
User 838,gorillaz,1020
User 838,queens of the stone age,1015
User 838,system of a down,976
User 838,rammstein,967
User 838,koЯn,933
User 838,radiohead,905
User 838,metallica,878
User 838,portishead,758
User 838,the smashing pumpkins,702
User 838,nirvana,695
User 839,interpol,7090
User 839,the killers,6823
User 839,bob dylan,1894
User 839,my chemical romance,1573
User 839,placebo,1286
User 839,the smashing pumpkins,1118
User 839,muse,1109
User 839,radiohead,1099
User 839,incubus,988
User 839,nirvana,583
User 839,bloc party,533
User 839,the strokes,524
User 839,portishead,513
User 839,moby,417
User 839,red hot chili peppers,360
User 840,tori amos,5222
User 840,the white stripes,3264
User 840,radiohead,3080
User 840,r.e.m.,2725
User 840,red hot chili peppers,1476
User 840,portishead,1152
User 840,linkin park,1053
User 840,massive attack,973
User 840,muse,916
User 840,pearl jam,873
User 840,placebo,728
User 840,the kooks,675
User 840,evanescence,663
User 840,incubus,613
User 840,oasis,596
User 840,green day,545
User 840,avril lavigne,527
User 840,the cure,438
User 840,pixies,387
User 841,the beatles,4629
User 841,blink-182,2404
User 841,red hot chili peppers,2287
User 841,the smashing pumpkins,1935
User 841,incubus,1856
User 841,eminem,1536
User 841,metallica,1478
User 841,green day,1455
User 841,koЯn,1340
User 841,moby,1294
User 841,foo fighters,1280
User 841,system of a down,1186
User 841,linkin park,1135
User 841,the offspring,1079
User 841,evanescence,1009
User 842,the offspring,3820
User 842,nirvana,2884
User 842,foo fighters,2832
User 842,slipknot,1630
User 842,pink floyd,1499
User 842,metallica,1471
User 842,bob dylan,1261
User 842,system of a down,1189
User 842,tool,872
User 842,nine inch nails,836
User 842,a perfect circle,811
User 842,queens of the stone age,782
User 842,green day,775
User 842,led zeppelin,722
User 842,koЯn,706
User 842,johnny cash,681
User 842,linkin park,678
User 842,ac/dc,641
User 842,u2,633
User 842,red hot chili peppers,606
User 842,pearl jam,569
User 843,red hot chili peppers,6597
User 843,death cab for cutie,6196
User 843,linkin park,5237
User 843,boards of canada,2228
User 843,the beatles,1699
User 843,incubus,1234
User 843,rise against,987
User 843,nine inch nails,927
User 843,oasis,768
User 844,megadeth,11329
User 844,metallica,7079
User 844,koЯn,2865
User 844,evanescence,1012
User 844,system of a down,862
User 844,nightwish,674
User 844,slipknot,514
User 844,nirvana,367
User 844,queen,357
User 844,disturbed,241
User 844,red hot chili peppers,240
User 844,ac/dc,135
User 844,the offspring,73
User 844,u2,58
User 844,rammstein,53
User 845,dream theater,7222
User 845,red hot chili peppers,4153
User 845,muse,3381
User 845,the beatles,2939
User 845,system of a down,1478
User 845,rage against the machine,1243
User 845,koЯn,1179
User 845,opeth,951
User 845,daft punk,864
User 845,eminem,703
User 845,porcupine tree,494
User 845,metallica,399
User 845,coldplay,314
User 845,queens of the stone age,266
User 845,children of bodom,255
User 846,marilyn manson,20258
User 846,nine inch nails,4141
User 846,children of bodom,910
User 846,nirvana,275
User 846,metallica,218
User 846,green day,8
User 846,nightwish,8
User 846,koЯn,5
User 846,franz ferdinand,2
User 846,system of a down,2
User 847,green day,7414
User 847,paramore,4116
User 847,my chemical romance,3037
User 847,fall out boy,2693
User 847,blink-182,2507
User 847,red hot chili peppers,1430
User 847,disturbed,1245
User 847,system of a down,1156
User 847,eminem,1137
User 847,evanescence,1021
User 848,slipknot,5793
User 848,rammstein,5630
User 848,system of a down,4995
User 848,koЯn,4480
User 848,my chemical romance,1774
User 848,red hot chili peppers,951
User 848,disturbed,560
User 848,green day,550
User 848,gorillaz,288
User 848,children of bodom,268
User 848,ac/dc,123
User 848,r.e.m.,116
User 848,eminem,94
User 848,rage against the machine,79
User 848,metallica,50
User 849,depeche mode,7151
User 849,the cure,3882
User 849,tori amos,2869
User 849,nine inch nails,2211
User 849,tool,2082
User 849,pink floyd,1220
User 849,the smashing pumpkins,1062
User 849,portishead,1048
User 849,a perfect circle,985
User 849,radiohead,932
User 849,david bowie,856
User 849,interpol,738
User 849,r.e.m.,713
User 850,porcupine tree,6595
User 850,led zeppelin,5693
User 850,pink floyd,4612
User 850,the smashing pumpkins,3949
User 850,johnny cash,1425
User 850,foo fighters,1102
User 850,dream theater,846
User 850,pearl jam,793
User 850,rise against,727
User 851,nine inch nails,4814
User 851,tool,2457
User 851,red hot chili peppers,2344
User 851,the white stripes,1816
User 851,daft punk,1687
User 851,gorillaz,1630
User 851,pixies,1260
User 851,pink floyd,1189
User 851,nirvana,1187
User 851,koЯn,1174
User 851,beck,1155
User 851,metallica,1055
User 851,tom waits,982
User 851,sigur rós,872
User 851,the offspring,776
User 851,pearl jam,698
User 851,marilyn manson,638
User 852,pink floyd,6479
User 852,nirvana,2358
User 852,arcade fire,2234
User 852,tom waits,2148
User 852,johnny cash,1756
User 852,pearl jam,1662
User 852,the doors,1619
User 852,led zeppelin,1600
User 852,queen,1553
User 852,oasis,1302
User 852,coldplay,1072
User 852,u2,1059
User 852,placebo,879
User 853,nine inch nails,15641
User 853,rammstein,1887
User 853,the prodigy,1313
User 853,tool,1245
User 853,marilyn manson,1238
User 853,daft punk,1050
User 853,ac/dc,1007
User 853,children of bodom,707
User 853,foo fighters,579
User 853,slipknot,480
User 853,rage against the machine,322
User 853,in flames,251
User 854,boards of canada,8648
User 854,radiohead,3198
User 854,air,3167
User 854,beck,1934
User 854,sigur rós,1691
User 854,björk,1440
User 854,the smiths,1368
User 854,tori amos,959
User 854,bright eyes,612
User 854,massive attack,590
User 854,moby,555
User 854,sufjan stevens,552
User 854,the shins,493
User 854,death cab for cutie,489
User 855,koЯn,4903
User 855,tool,4660
User 855,the prodigy,2100
User 855,in flames,1903
User 855,a perfect circle,1815
User 855,disturbed,1515
User 855,metallica,1503
User 855,blink-182,1304
User 855,red hot chili peppers,1193
User 855,linkin park,979
User 855,system of a down,966
User 855,slipknot,574
User 855,paramore,480
User 855,rammstein,390
User 855,the offspring,363
User 855,pink floyd,308
User 855,placebo,266
User 855,opeth,235
User 855,eminem,234
User 856,nine inch nails,10174
User 856,marilyn manson,2492
User 856,a perfect circle,2195
User 856,tool,2114
User 856,placebo,1427
User 856,slipknot,1254
User 856,depeche mode,1112
User 856,porcupine tree,669
User 856,rammstein,653
User 856,david bowie,632
User 856,koЯn,568
User 856,björk,510
User 856,the prodigy,478
User 856,massive attack,438
User 856,madonna,336
User 856,gorillaz,327
User 856,foo fighters,305
User 857,tool,6666
User 857,pink floyd,4870
User 857,queens of the stone age,4611
User 857,the doors,2785
User 857,massive attack,2116
User 857,the prodigy,1825
User 857,led zeppelin,1592
User 857,portishead,732
User 857,the beatles,485
User 858,the smashing pumpkins,4634
User 858,linkin park,3842
User 858,pearl jam,3321
User 858,rage against the machine,2931
User 858,the killers,2825
User 858,led zeppelin,1886
User 858,placebo,1359
User 858,red hot chili peppers,1289
User 858,incubus,1031
User 858,nirvana,872
User 858,muse,770
User 858,the cure,414
User 858,kings of leon,332
User 858,a perfect circle,175
User 859,nightwish,20316
User 859,pink floyd,1778
User 859,marilyn manson,1153
User 859,sonata arctica,612
User 859,green day,384
User 859,rammstein,331
User 859,the killers,297
User 859,metallica,211
User 859,ac/dc,199
User 859,tool,132
User 859,muse,129
User 859,iron maiden,120
User 860,modest mouse,3483
User 860,pixies,3008
User 860,the beatles,1621
User 860,the white stripes,1574
User 860,radiohead,1446
User 860,beck,1324
User 860,the smashing pumpkins,1103
User 860,the cure,1075
User 860,marilyn manson,1030
User 860,gorillaz,1012
User 860,red hot chili peppers,930
User 860,david bowie,878
User 860,nine inch nails,866
User 860,queens of the stone age,795
User 860,interpol,777
User 860,depeche mode,770
User 860,joy division,760
User 860,björk,714
User 860,foo fighters,684
User 860,portishead,635
User 860,r.e.m.,586
User 860,nirvana,584
User 861,bob dylan,6260
User 861,the beatles,4724
User 861,ramones,4318
User 861,u2,1982
User 861,pink floyd,1945
User 861,portishead,1228
User 861,rage against the machine,1203
User 861,joy division,781
User 861,iron maiden,548
User 861,foo fighters,546
User 861,queen,490
User 861,pearl jam,422
User 861,metallica,418
User 861,the cure,403
User 861,amy winehouse,356
User 862,beck,10035
User 862,the white stripes,8169
User 862,radiohead,2652
User 862,muse,1727
User 862,depeche mode,1344
User 862,coldplay,348
User 862,modest mouse,340
User 862,johnny cash,256
User 862,red hot chili peppers,240
User 862,the shins,167
User 862,gorillaz,158
User 862,nine inch nails,156
User 863,disturbed,12835
User 863,depeche mode,2673
User 863,linkin park,1957
User 863,muse,1792
User 863,evanescence,1687
User 863,koЯn,1285
User 863,system of a down,1155
User 863,rammstein,890
User 863,the prodigy,664
User 863,incubus,627
User 864,opeth,3690
User 864,foo fighters,2394
User 864,pearl jam,2366
User 864,red hot chili peppers,2026
User 864,queens of the stone age,1553
User 864,led zeppelin,1499
User 864,tool,1394
User 864,in flames,1326
User 864,system of a down,1252
User 864,radiohead,1237
User 864,dream theater,983
User 864,a perfect circle,892
User 864,muse,886
User 864,daft punk,595
User 864,iron maiden,583
User 864,sigur rós,567
User 864,the prodigy,511
User 864,porcupine tree,469
User 864,death cab for cutie,463
User 864,sufjan stevens,298
User 864,air,287
User 864,the beatles,281
User 865,u2,9743
User 865,bob dylan,2851
User 865,tom waits,2460
User 865,pearl jam,1814
User 865,david bowie,1793
User 865,r.e.m.,1568
User 865,johnny cash,1323
User 865,radiohead,1068
User 865,the rolling stones,765
User 865,the clash,613
User 865,the beatles,527
User 865,beck,520
User 865,the white stripes,505
User 866,koЯn,10067
User 866,slipknot,3513
User 866,system of a down,2780
User 866,metallica,2468
User 866,queen,2237
User 866,pink floyd,1201
User 866,rammstein,919
User 866,linkin park,844
User 866,red hot chili peppers,678
User 866,rage against the machine,541
User 866,evanescence,293
User 867,metallica,8993
User 867,megadeth,3886
User 867,slipknot,3682
User 867,iron maiden,2738
User 867,koЯn,1817
User 867,system of a down,1737
User 867,opeth,1363
User 867,in flames,1269
User 868,jack johnson,6438
User 868,the strokes,6128
User 868,elliott smith,5218
User 868,air,3987
User 868,arctic monkeys,1910
User 868,portishead,1779
User 869,in flames,4289
User 869,iron maiden,2660
User 869,my chemical romance,1992
User 869,koЯn,1668
User 869,system of a down,1455
User 869,queen,1443
User 869,death cab for cutie,1355
User 869,britney spears,1352
User 869,the beatles,1285
User 869,metallica,1255
User 869,bad religion,1229
User 869,sonata arctica,1227
User 869,paramore,1212
User 869,the strokes,1168
User 869,disturbed,772
User 869,slipknot,625
User 869,rammstein,473
User 870,jack johnson,7676
User 870,coldplay,7287
User 870,radiohead,4392
User 870,green day,2158
User 870,foo fighters,1320
User 870,evanescence,1037
User 870,red hot chili peppers,564
User 870,u2,525
User 870,r.e.m.,486
User 871,iron maiden,5693
User 871,metallica,5183
User 871,megadeth,3940
User 871,nightwish,2694
User 871,johnny cash,1911
User 871,rammstein,1522
User 871,dream theater,1313
User 871,green day,887
User 871,queen,810
User 871,u2,802
User 871,children of bodom,689
User 872,eminem,5174
User 872,foo fighters,4472
User 872,pearl jam,2324
User 872,radiohead,2025
User 872,red hot chili peppers,1834
User 872,u2,1652
User 872,the killers,1586
User 872,the offspring,1585
User 872,coldplay,1471
User 872,kanye west,1297
User 872,ac/dc,1029
User 872,the smashing pumpkins,984
User 873,nine inch nails,13074
User 873,nirvana,2222
User 873,red hot chili peppers,1851
User 873,blink-182,1667
User 873,rise against,1640
User 873,tool,904
User 873,system of a down,684
User 873,the beatles,668
User 873,eminem,639
User 873,marilyn manson,626
